"name","country","mail"
"EDIZIONI PLAY PRESS SRL","Italy","mario.f@edizioniplaypress.com"
"PON PON EDIZIONI SRL ( IN PARTNERSHIP WITH GIUNTI ...","Italy","amministrazione@ponponedizioni.com"
"PUBCODER","Italy","info@pubcoder.com"
"QUIPOS SRL","Italy","quipos@tin.it;rrosana@quipos.net"
"RAFFAELLO LIBRI SRL","Italy","marco.m@grupporaffaello.it"
"RAINBOW SRL","Italy","luca.vecci@rbw.it"
"RBA","Italy","irene-mazzali@rba.es"
"REGIONE CALABRIA","Italy","a.pagliaro@regcal.it"
"RIZZOLI - RCS LIBRI SPA","Italy","paola.zelasco@rcs.it"
"RIZZOLI - RCS LIBRI SPA","Italy","paola.zelasco@rcs.it"
"BUR RIZZOLI RAGAZZI - RCS LIBRI SPA","Italy","paola.zelasco@rcs.it"
"RUEBALLU EDIZIONI","Italy","redazione@rueballu.it"
"RUSCONI LIBRI SPA","Italy","info@rusconilibri.it"
"ADRIANO SALANI EDITORE SRL","Italy","raffaella.salluzzi@salani.it"
"EDIZIONI SAN PAOLO SRL","Italy","sanpaoloedizioni@stpauls.it"
"SARMEDE
FONDAZIONE MOSTRA INTERNAZIONALE D'ILLUSTRAZIONE ...","Italy","info@sarmedemostra.it"
"SASSI EDITORE SRL","Italy","ester@sassieditore.it"
"SCUOLA DI ILLUSTRAZIONE DI SCANDICCI DI CANDIA CASTELLANI","Italy","info@scuolaillustrazionescandicci.it"
"SETTENOVE EDIZIONI","Italy","info@settenove.it"
"SINNOS SOC. COOP. SOCIALE - ONLUS","Italy","info@sinnos.org"
"EDIZIONI SONDA SRL","Italy","sonda@sonda.it"
"TERRE DI MEZZO EDITORE","Italy","segreteria@terre.it;andrearaspanti@terre.it"
"TOPIPITTORI","Italy","info@topipittori.it"
"TUNUÉ SRL","Italy","info@tunue.com"
"UFFICIO INSEGNAMENTO RELIGIONE CATTOLICA NELLE SCUOLE","Italy","irc@bologna.chiesacattolica.it"
"UNICEF","Italy","comitato.bologna@unicef.it;s.antonini@unicef.it;n.grassi@unicef.it"
"UNIONE EDITORI E LIBRAI CATTOLICI ITALIANI - UELCI","Italy","uelciroma@tiscali.it"
"UOVONERO EDIZIONI DI ENZA CRIVELLI &amp; C. SNC","Italy","libri@uovonero.com"
"VALENTINA EDIZIONI","Italy","info@brioschieditore.it"
"EDIZIONI VÀNVERE","Italy","vanvere.edizioni@gmail.com"
"EDITRICE VELAR SRL","Italy","andrea@velar.it"
"XTEAM SOFTWARE SOLUTIONS","Italy","xteam@xteamsoftware.com"
"ZOOLIBRI DI RABITTI CORRADO","Italy","press@zoolibri.com"
"EGMONT PUBLISHING LATVIJA","Latvia","corporateweb@egmont.com"
"LATVIAN LITERATURE CENTRE","Latvia","centre@literature.lv"
"LIELS UN MAZS","Latvia","pasts@lielsmazs.lv"
"ACADEMIA INTERNATIONAL S.A.L.","Lebanon","academia@dm.net.lb"
"DAR ALHADAEK","Lebanon","nadia.alameh@alhadaekgroup.com"
"DAR KREIDIEH","Lebanon","hani@darkreidieh.com"
"ALMA LITTERA","Lithuania","a.akstiniene@sviesa.lt"
"EGMONT PUBLISHING LIETUVA","Lithuania","corporateweb@egmont.com"
"JUSU FLINTAS","Lithuania","andrius@flintas.lt"
"LITHUANIAN CULTURE INSTITUTE","Lithuania","info@lithuanianculture.lt"
"SPAUDOS PRAKTIKA","Lithuania","spauda@repro.lt"
"KULTURA A.D","Fyrom","ipkultura@kultura.com.mk"
"TOPER DOOEL","Fyrom","toper@toper-book.com.mk"
"MIND TO MIND","Malaysia","admin@mindtomind.com.my;shen@mindtomind.com.my"
"PERBADANAN KOTA BUKU","Malaysia","rights@kotabuku.my;norhayati@kotabuku.my"
"3 ABEJAS S.A.","Mexico","m.aguilar.3abejas@gmail.com"
"EDICIONES CASTILLO  S.A. DE C.V.","Mexico","mmendia@grupomacmillan.com"
"CIDCLI","Mexico","elica@prodigy.net.mx"
"EDICIONES EL NARANJO","Mexico","pdelgado@edicioneselnaranjo.com.mx"
"FONDO DE CULTURA ECONÓMICA - MÉXICO","Mexico","svenegas@fondodeculturaeconomica.com"
"MEXICAN CHAMBER FOR THE NATIONAL PUBLISHING INDUSTRY","Mexico","feriasinternacionales@caniem.com"
"NOSTRA EDICIONES S.A. DE C.V.","Mexico","contacto@nostraediciones.com"
"EDITORIAL OCÉANO DE MÉXICO  S.A. DE C.V.","Mexico",""
"PETRA EDICIONES","Mexico","petra@petraediciones.com"
"EDICIONES TECOLOTE","Mexico","tecolote@edicionestecolote.com"
"NIGERIAN BOOK FAIR TRUST","Nigeria","info@nibfng.org"
"ABLEMAGIC AS","Norway","contact@ablemagic.no"
"H. ASCHEHOUG &amp; CO. (W. NYGAARD)","Norway","post@aschehoug.no"
"CAPPELEN DAMM","Norway","foreignrights@cappelendamm.no"
"EGMONT PUBLISHING NORWAY/EGMONT KIDS MEDIA","Norway","corporateweb@egmont.com"
"GYLDENDAL BARN &amp; UNGDOM","Norway","foreignrights@gyldendal.no"
"MAGIKON","Norway","svein@magikon.no"
"NORLA - NORWEGIAN LITERATURE ABROAD","Norway","firmapost@norla.no"
"RETTORE AS","Norway","mail@rettore.no"
"SCHOLASTIC NEW ZEALAND LTD.","New Zealand",""
"BOEKIEBOEKIE","Netherlands","jm@boekie-boekie.nl"
"DUTCH FOUNDATION FOR LITERATURE","Netherlands","post@letterenfonds.nl"
"EM QUERIDO'S UITGEVERIJ B.V.","Netherlands","rights@wpgmedia.nl"
"GOTTMER PUBLISHING GROUP","Netherlands","info@gottmer.nl"
"IMAGE BOOKS FACTORY BV","Netherlands","Maurice.Zant@imagebooks.nl;info@imagebooks.nl;"
"LEMNISCAAT B.V.","Netherlands","foreignrights@lemniscaat.nl"
"LEOPOLD PUBLISHING AND PLOEGSMA PUBLISHING","Netherlands","rights@leopold.nl;rights@ploegsma.nl"
"MERCIS PUBLISHING  BV","Netherlands","caroliendeblieck@mercis.nl"
"MIDDERNACHT PERS","Netherlands","kinderboek@middernachtpers.nl"
"REBO INTERNATIONAL B.V.","Netherlands","info@rebo-publishers.com;international@rebo.cz,"
"RUBINSTEIN PUBLISHING","Netherlands","info@rubinstein.nl"
"UITGEVERIJ DE FONTEIN","Netherlands","jvandeleur@uitgeverijdefontein.nl"
"UNIEBOEK / HET SPECTRUM","Netherlands","annemieke.krug@unieboekspectrum.nl"
"DE VIER WINDSTREKEN","Netherlands","bob.markus@vierwindstreken.com"
"TAMER INSTITUTE FOR COMMUNITY EDUCATION","Palestine","tamer@palnet.com"
"AGENCJA PROMOCYJNA OKO IWONA HABERNY","Poland","iwona@haberny.pl"
"AMEET SP. Z O.O","Poland","ameet@ameet.pl"
""BOSZ" SZYMANIK I WSPÓLNICY SPÓTKA JAWNA","Poland",""
"WYDAWNICTWO DEBIT SP. J.","Poland","wyddebit@bb.onet.pl"
"DTAGENCY","Poland","mariusz@dtagency.pl"
"DWIE SIOSTRY WYDAWNICTWO","Poland","k.domanska@wydawnictwodwiesiostry.pl"
"EDGARD MARIUSZ JACHIMCZUK","Poland","edgard@edgard.pl"
"EDYCJA SWIETEGO PAWLA","Poland","edycja@edycja.com.pl"
"EGMONT PUBLISHING POLAND","Poland","corporateweb@egmont.com"
"FIRMA KSIEGARSKA OLESIEJUK SPOLKA Z OGRANICZONA
ODPOWIEDZIALNOSCIA ...","Poland","wydawnictwo@olesiejuk.pl;a.lach@olesiejuk.pl"
"FRYDERYK CHOPIN INSTITUTE","Poland","akosior@nifc.pl"
"GEREON SP.Z0.0","Poland","wydawnictwo@gereon.com"
"GRYF DIRECT","Poland","mariusz.rolka@gryfdirect.pl"
"IBBY POLISH SECTION","Poland","ibby@ibby.pl"
"LADNE HALO","Poland","wydawnictwo@ladne-halo.pl"
"MEDIA RODZINA","Poland","promocja@mediarodzina.pl"
"JERZY MOSTOWSKI PUBLISHING","Poland","awm@morex.com.pl"
"MUCHOMOR","Poland","askowronska@muchomor.pl"
"MULTICO OFICYNA WYDAWNICZA SP. Z O.O.","Poland",""
"NASZA KSIEGARNIA","Poland","office@nk.com.pl"
"OZGRAF - OLSZTYNSKIE ZAKLADY GRAFICZNE","Poland","ozgraf@ozgraf.com.pl"
"POLAWIACZE PEREL","Poland","d.zukowska@polawiaczeperel.com.pl"
"THE POLISH BOOK INSTITUTE","Poland","office@bookinstitute.pl"
"PUBLICAT","Poland","publicat@publicat.pl"
"INTERNATIONAL BOOK FAIR IN KRAKOW - TARGI W KRAKOWIE ...","Poland","kmiecik@targi.krakow.pl"
"WIDNOKRAG","Poland","kontakt@wydawnictwo-widnokrag.pl"
"WROCLAWSKIE WYDAWNICTWO WARSTWY","Poland","warstwy@wydawnictwowarstwy.pl"
"WYDAWNICTWO AA","Poland","wydawnictwo@aa.com.pl"
"WYTWÓRNIA","Poland","magdalenaklos@wytwornia.com"
"WYDAWNICTWO ZIELONA SOWA","Poland","marta.broniarek@zielonasowa.pl"
"SPOLECZNY INSTYTUT WYDAWNICZY ZNAK","Poland","talar@znak.com.pl"
"APPGENERATION- SOFTWARE TECHNOLOGIES  LTD.","Portugal","info@appgeneration.com"
"ORFEU NEGRO","Portugal","info@orfeunegro.org"
"PATO LÓGICO EDIÇÕES","Portugal","contacto@pato-logico.com"
"PLANETA TANGERINA","Portugal","geral@planetatangerina.com"
"PORTUGAL - DGLAB - DIREÇÃO GERAL DO LIVRO  DOS ARQUIVOS ...","Portugal","assuncao.mendonca@dglab.gov.pt"
"ZERO A OITO","Portugal","rita.moura@zeroaoito.pt"
"EGMONT PUBLISHING ROMANIA","Romania","corporateweb@egmont.com"
"MINISTRY OF CULTURE OF ROMANIA","Romania","cabinet.ministru@cultura.ro"
"GABY BOOKS SRL","San Marino","info@gabybooks.com"
"BAKAME EDITIONS","Rwanda","info@bakame.rw"
"LTD UMNAIA BUBAGA (THE CLEVER PAPER)","Russia","umbum@umbum.ru;info@cleverpaper.org"
"EGMONT PUBLISHING RUSSIA","Russia","corporateweb@egmont.com"
"MOZAIKA-SINTEZ EDUCATIONAL PUBLISHING HOUSE","Russia","magay@msbook.ru"
"NASTYA AND NIKITA","Russia","info@detknigi.ru"
"PHOENIX PUBLISHING HOUSE RUSSIA","Russia","phoenix.foreignrights@yandex.ru"
""PUBLISHING HOUSE" PROF-PRESS" LTD.","Russia","book@prof-press.ru"
"RUSSIA","Russia","dedey1973@gmail.com"
"SERAFIM &amp; SOFIA","Russia","post@serafim-sofia.ru"
"TRADE HOUSE "BELY GOROD"","Russia","td.belygorod@belygorod.ru"
"ABIS EDITIONS","Senegal","abiseditions@yahoo.com"
"EDITIONS NARA","Senegal","editionsnara@yahoo.fr"
"EVRO BOOK","Serbia","zoran@evro-giunti.com"
"KREATIVNI CENTAR","Serbia","dejan.begovic@kreativnicentar.rs, rights@kreativnicentar.rs"
"PCELICA PUBLISHING HOUSE","Serbia","nikola.tomasevic@pcelica.rs;office@pcelica.rs"
"AK PUBLISHING PTE LTD.","Singapore","sally@ak-publish.com"
"ANNETTE TISON PTE. LTD.","Singapore","publishing@annettetison.com"
"APPSGO PTE. LTD.","Singapore","vincent.laugier@ltlinteractive.com"
"ARMOUR PUBLISHING PTE LTD.","Singapore","christina@armourpublishing.com"
"ENGLISH CORNER PUBLISHING PTE LTD","Singapore","tanbetty@englishcorner.sg"
"EPIGRAM BOOKS PTE LTD.","Singapore","edmund@epigrambooks.sg"
"MARSHALL CAVENDISH EDUCATIONAL PTE LTD.","Singapore","gllim@mceducation.com"
"PUSTAKA NATIONAL PTE LTD.","Singapore","pustakanasional@me.com"
"SEPTEMBER 21 ENTERPRISE PTE LTD.","Singapore","chewyeh@september21.com.sg"
"SHING LEE PUBLISHERS PTE LTD.","Singapore","shingwoei@shinglee.com.sg"
"SINGAPORE BOOK PUBLISHERS ASSOCIATION","Singapore","info@singaporebookpublishers.sg"
"STAR PUBLISHING PTE LTD.","Singapore","zmeng@starpub.com.sg"
"BIBIANA - INTERNATIONAL HOUSE OF ART FOR CHILDREN","Slovakia","bib@bibiana.sk"
"VYDAVATELSTVO BUVIK  S.R.O.","Slovakia","buvik@buvik.sk"
"SLOVAKIA - LITERÁRNE INFORMACNÉ CENTRUM","Slovakia","ludia@litcentrum.sk"
"SLOVART PUBLISHING  LTD.","Slovakia","pobox@slovart.sk"
"MLADINSKA KNJIGA ZALOZBA","Slovenia",""
"MORFEMPLUS DOO","Slovenia","peter@morfem.si"
"SLOVENIAN BOOK AGENCY","Slovenia","gp.jakrs@jakrs.si"
"STRIP ART FEATURES","Slovenia","info@safcomics.com"
"A BUEN PASO","Spain","ariannasq@gmail.com"
"ALGAR EDITORIAL","Spain","carol@bromera.com"
"ANDANA EDITORIAL","Spain","andana@andana.net"
"ASSOCIACIÓ D'EDITORS EN LLENGUA CATALANA","Spain","info@editors.cat"
"BABIDI-BÚ","Spain","info@babidibulibros.com"
"EDITORIAL BARCANOVA  S.A.","Spain","barcanova@barcanova.cat"
"BARCELONA MULTIMEDIA","Spain","directa@bcnmultimedia.com"
"EDICIONS BROMERA","Spain","carol@bromera.com"
"EDITORIAL CASALS","Spain","rights@editorialbambu.com"
"ALMADRABA - CASTELLNOU","Spain","drius@hermeseditora.com"
"COMBEL EDITORIAL","Spain","rights@combeleditorial.com"
"EDEBE","Spain","mpalomares@edebe.net"
"EDELVIVES","Spain","info@edelvives.es"
"EDITORIAL FLAMBOYANT","Spain","flamboyant@editorialflamboyant.com"
"EDITORIAL GEU","Spain","export@editorialgeu.com"
"EDITORIAL MEDITERRÀNIA","Spain","editorial@editorialmediterrania.com"
"EKARÉ","Spain","editorial@ekare.com.ve"
"EL JINETE AZUL","Spain","aventuraf54@telefonica.net"
"ESTELLAPRINT","Spain","s.luqui@estellaprint.com"
"ETXEPARE BASQUE INSTITUTE","Spain","k-galartza@etxepare.eus"
"EUSKAL EDITOREEN ELKARTEA
(BASQUE LANGUAGE PUBLISHERS ...","Spain","editoreak@editoreak.com"
"LA GALERA","Spain","lagalera@lagaleraeditorial.com"
"GEMSER PUBLICATIONS S.L.","Spain","mercedes@mercedesros.com"
"GOVERNMENT OF CATALONIA","Spain","info@editors.cat / internacional.icec@gencat.cat"
"GREMIO DE EDITORES DE EUSKADI","Spain","info@editores-euskadi.net"
"GRUP 62 - ESTRELLA POLAR - FANBOOKS","Spain","pcampana@grup62.com"
"ILLUSTRATORS ASSOCIATION - APIC","Spain","info@apic.es"
"INSTITUT D'ESTUDIS BALEÀRICS","Spain","kmueller@iebalearics.org"
"INSTITUT RAMON LLULL","Spain","irl@llull.cat"
"KALADRAKA EDITORA","Spain","editora@kalandraka.com"
"LA FRAGATINA","Spain","info@lafragatina.com"
"LEGUA EDITORIAL","Spain","foreignrights@leguaeditorial.com"
"LIBROS DEL ZORRO ROJO","Spain","alberto.sotelo@librosdelzorrorojo.com"
"EDITORIAL LIBSA  S.A.","Spain","libsa@libsa.es;ventas@libsa.es"
"MEDIA VACA","Spain","mediavaca@mediavaca.net"
"9 GRUP EDITORIAL","Spain","cossetania@cossetania.com"
"NUBEOCHO","Spain","luis@nubeocho.com, miryam@nubeocho.com"
"EDITORIAL OCÉANO S.L.","Spain","info-rights@oceano.com"
"ONADA EDICIONS","Spain","onada@onadaedicions.com"
"PENGUIN RANDOM HOUSE GRUPO EDITORIAL","Spain","bderechosdeautor@penguinrandomhouse.com"
"EDITORIAL PLANETA  S.A","Spain","infoinfantilyjuvenil@planeta.es"
"EDICIONES SALDAÑA; SA","Spain","info@edicionessaldana.com"
"SALLYBOOKS","Spain","sallybooks@sallybooks.es"
"SALVATELLA EDITORIAL ( EDIT.MIGUEL A.SALVATELLA)","Spain","editorial@salvatella.com"
"SM","Spain","comunicacion@grupo-sm.com;internacional@grupo-sm.com"
"FEDERACIÓN DE GREMIOS DE EDITORES DE ESPAÑA","Spain","comext@fge.es"
"SUSAETA EDICIONES  S.A.","Spain","general@susaeta.com"
"TAKATUKA","Spain","patric@takatuka.cat"
"THULE EDICIONES","Spain","info@thuleediciones.com"
"TRAMUNTANA EDITORIAL","Spain","enric@pujolamado.com"
"UNIVERSITY OF SANTIAGO DE COMPOSTELA - CAMPUS CULTURAE ...","Spain","neiracruz@gmail.com"
"XUNTA DE GALICIA","Spain","subdireccion.bibliotecas@xunta.es"
"BUMBLE BOOKS","Republic of South Africa","robin@printmatters.co.za"
"PELMO BOOKS","Republic of South Africa","info@pelmobooks.co.za"
"ALFABETA BOKFÖRLAG AB","Sweden","info@alfabeta.se"
"THE ASTRID LINDGREN MEMORIAL AWARD","Sweden","literatureaward@alma.se"
"BERGHS FÖRLAG AB","Sweden","info@berghsforlag.se"
"BOKFÖRLAGET OPAL AB","Sweden","opal@opal.se"
"BONNIER RIGHTS / BONNIER CARLSEN","Sweden","info@bonnierrights.se"
"BULLS PRESSTJÄNST AB","Sweden","info@rightsandbrands.com"
"EGMONT PUBLISHING SWEDEN","Sweden","corporateweb@egmont.com"
"KABUSA BÖCKER","Sweden","k.aronsson@kabusabocker.se"
"KOJA AGENCY","Sweden","info@kojaagency.com"
"LILLA PIRATFÖRLAGET","Sweden","info@lillapiratforlaget.se"
"MIRANDO BOK","Sweden","info@mirandobok.se"
"NATUR &amp; KULTUR","Sweden","info@nok.se"
"PLUS LICENS AB","Sweden","eva.fagerstedt@pluslicens.se"
"RABÉN &amp; SJÖGREN","Sweden",""
"SALTKRÅKAN AB / SALIKON FÖRLAG AB","Sweden","info@saltkrakan.se"
"SWEDISH ARTS COUNCIL","Sweden","kulturradet@kulturradet.se"
"URAX","Sweden","info@uraxforlag.se"
"ATLANTIS VERLAG IM ORELL FÜSSLI VERLAG","Switzerland","sindhya.bergamin@ofv.ch"
"ATRIUM VERLAG AG","Switzerland","info@vgo-atrium.de"
"BAESCHLIN","Switzerland","verlag@baeschlin.ch"
"BAOBAB BOOKS","Switzerland","info@baobabbooks.ch"
"CALLIGRAM","Switzerland","commercial@calligram.ch"
"DIOGENES VERLAG AG","Switzerland","info@diogenes.ch"
"GLOBI-VERLAG","Switzerland","info@globi.ch"
"GROUPE PAQUET","Switzerland","mc@groupepaquet.net"
"IBBY - INTERNATIONAL BOARD ON BOOKS FOR YOUNG PEOPLE","Switzerland","luzmaria.stauffenegger@ibby.org"
"EDITIONS LA JOIE DE LIRE SA","Switzerland","carina.solari@lajoiedelire.ch"
"KENZAN SA","Switzerland","bcbf@kenzantech.com"
"MIA-MILAN ILLUSTRATIONS AGENCY","Switzerland","info@milan-illustrations.ch"
"MICHAEL NEUGEBAUER MINEDITION RIGHTS+LICENSING AG","Switzerland","mogi@minedition.com"
"NIX-PRODUCTIONS","Switzerland","box@nix-productions.ch"
"NORDSÜD VERLAG AG","Switzerland","info@nord-sued.com"
"EDITIONS NOTARI","Switzerland","luca@editionsnotari.ch"
"NUINUI - SNAKE SA","Switzerland","citonui@gmail.com"
"ORELL FÜSSLI KINDERBUCH","Switzerland","sindhya.bergamin@ofv.ch"
"SCHWEIZER BUCHHÄNDLER-UND VERLEGER-VERBAND SBVV","Switzerland","messen@sbvv.ch"
"ART &amp; COLLECTION GROUP","Taiwan","bogu@artouch.com"
"COMMONWEALTH EDUCATIONAL MEDIA &amp; PUBLISHING CO.  LTD.","Taiwan","peiyingl@cw.com.tw"
"GLOBAL VIEWS - COMMONWEALTH PUBLISHING GROUP","Taiwan","violet@cwgv.com.tw"
"GRIMM PRESS LTD.","Taiwan","grimm_copyright@grimmpress.com.tw;diane_ho@grimmpress.com.tw"
"HERYIN BOOKS  INC.","Taiwan","editor@heryin.com"
"HSIN YI PUBLICATIONS","Taiwan","arni@hsin-yi.org.tw"
"HWAN YIEU ENTERPRISE CO.  LTD.","Taiwan","hwanyieu@ms17.hinet.net;hwan.yieu@msa.hinet.net"
"KIZI LAB INC.","Taiwan","info@kizipad.com"
"LES GOUTTES PRESS  A DIVISION OF CITÉ PUBLISHING LTD.","Taiwan","naili_wang@hmg.com.tw"
"LINKING PUBLISHING COMPANY","Taiwan","linkingrights@udngroup.com"
"LITTLE SOLDIER PUBLISHING COMPANY LTD.","Taiwan","brenda@kiss99.com"
"LOCUS PUBLISHING COMPANY","Taiwan","vinelle@locuspublishing.com"
"TAIPEI BOOK FAIR FOUNDATION","Taiwan","michelle@taipeibookfair.org"
"WALKER CULTURAL CO.  LDT. / LITTLE BEAR BOOKS","Taiwan","yulibookrep@gmail.com.tw"
"YES CREATIVE LTD. TAPEI. TAIWAN","Taiwan","babanire888@gmail.com"
"AGO MÉDIA","Togo","agooo@live.fr"
"DOGAN EGMONT YAYINCILIK A.S.","Turkey","corporateweb@egmont.com"
"EPSILON YAYINCILIK LTD. STI.","Turkey","epsilon@epsilonyayinevi.com"
"SENTRIES TELIF VE LISANS A.S.","Turkey","contact@sentries.com.tr"
"SEV PUBLISHING EDUCATION AND TRADING INC.","Turkey","info@redhouse.com.tr"
"MINISTRY OF CULTURE AND TOURISM REPUBLIC OF TURKEY","Turkey","kygmdisfu@kulturturizm.gov.tr"
"ASTRA PUBLISHING","Ukraine","publish@astradesign.com.ua"
"EGMONT PUBLISHING UKRAINE","Ukraine","corporateweb@egmont.com"
""ELVIK" LIMITED","Ukraine","e-l-vik@mail.ru"
"FOUNTAIN OF FAIRY TALES","Ukraine","info@fontan-book.com"
"GOOD COMPANY","Ukraine","book@g-print.net"
""PUBLISHING HOUSE "PEGASUS"  LTD.","Ukraine","books@pegas-publishing.com.ua"
""RANOK" PUBLISHING HOUSE","Ukraine","office@ranok.com.ua"
"VYDAVNYTSTVO STAROGO LEVA (THE OLD LION PUBLISHING HOUSE)","Ukraine","lev@starlev.com.ua"
"EGMONT PUBLISHING HUNGARY","Hungary","corporateweb@egmont.com"
"GRAPH-ART PUBLISHING HOUSE","Hungary","enemethi@graphart.hu"
"PANNON - LITERATURA LTD.","Hungary","kiado@szalaykonyvek.hu"
"EDITORIAL ¡MÁS PIMIENTA!","Uruguay","editorialmaspimienta@gmail.com"
"URUGUAY","Uruguay","traverso.dicrea@gmail.com"
"ABRAMS","USA","rights@hnabooks.com;kschulze@abramsbooks.com"
"ALBERT WHITMAN &amp; COMPANY","USA","int@albertwhitman.com"
"ALGONQUIN YOUNG READERS","USA","international.inquiries@workman.com"
"AMAZON PUBLISHING","USA","foreignrights@amazon.com"
"AMERICAN COLLECTIVE STAND","USA","info@americancollectivestand.com"
"AZ BOOKS  LLC","USA","info@az-books.com"
"BECKER&amp;MAYER! BOOKS","USA","lisar@beckermayer.com"
"BENDON  INC.","USA","alyssa.obertanec@bendonpub.com"
"BOOK EXPO AMERICA (BEA)","USA","inquiry@bookexpoamerica.com"
"BOOKWORKS LLC","USA","info@bookworksllc.com"
"CAPSTONE","USA","customer.service@capstonepub.com"
"CARL SAMS II PHOTOGRAPHY  INC.","USA","carlsams@carlsams.com"
"CHAMPAGNE WORLD RIGHTS AGENCY","USA","victoria@champagnerights.com"
"CHARLESBRIDGE PUBLISHING","USA","masabia@charlesbridge.com"
"CHILDREN'S BOOKS USA  INC.","USA","info@childrensbooksusa.com"
"CHRONICLE BOOKS","USA","frontdesk@chroniclebooks.com"
"COMBINED BOOK EXHIBIT","USA","info@combinedbook.com"
"COMPASS PUBLISHING &amp; WOONGJIN THINK BIG","USA","info@compasspub.com"
"THE CREATIVE COMPANY","USA","tjpeterson@thecreativecompany.us"
"DC ENTERTAINMENT","USA","sandy.resnick@dccomics.com"
"DEVRIAN INNOVATIONS  LLC","USA","clyons@hgusa.com"
"DISNEY HYPERION","USA","jenmarie.delcarpio@disney.com"
"DNP AMERICA  LLC","USA","Itou-s20@mail.dnp.co.jp"
"EERDMANS BOOKS FOR YOUNG READERS","USA","sales@eerdmans.com"
"ENCHANTED LION BOOKS","USA","enchantedlion@gmail.com"
"FAMILIUS","USA","christopher@familius.com"
"FARRAR  STRAUS &amp; GIROUX BOOKS FOR YOUNG READERS","USA","childrensrights@macmillanusa.com"
"FEIWEL &amp; FRIENDS","USA","childrensrights@macmillanusa.com"
"FIRST SECOND","USA","childrensrights@macmillanusa.com"
"FOREWORD REVIEWS COLLECTIVE","USA","victoria@forewordreviews.com"
"FREE SPIRIT PUBLISHING","USA","rights@freespirit.com"
"GIBBS SMITH AND BABYLIT","USA","info@gibbs-smith.com"
"GOOGLE","USA","leslie@bulleitgroup.com"
"HARPERCOLLINS CHILDREN'S BOOKS","USA",""
"HASBRO  INC.","USA","michael.kelly@hasbro.com"
"SYLVIA HAYSE LITERARY AGENCY  LLC.","USA","hayses@caat.com"
"HENU STUDIO PVT LTD.","USA","debashish@henustudio.com;henu@henustudio.com"
"HIGHLIGHTS FOR CHILDREN INTERNATIONAL  INC.","USA","international@highlights.com"
"HOLIDAY HOUSE  INC.","USA","editorial@holidayhouse.com"
"HENRY HOLT BOOKS FOR YOUNG READERS","USA","childrensrights@macmillanusa.com"
"HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY","USA","candace.finn@hmhco.com"
"IMPRINT","USA","childrensrights@macmillanusa.com"
"INGRAM CONTENT GROUP","USA",""
"INSIGHT EDITIONS","USA","e.bradfield@insighteditions.com"
"JNJ AGENCY","USA","ajacob@jnjagency.com"
"JUMPING JACK PRESS","USA","georgew@upwithpaper.com"
"LERNER PUBLISHING GROUP - CAROLRHODA BOOKS","USA","mkjoller@lernerbooks.com"
"LITFIRE PUBLISHING","USA","marketing@litfirepublishing.com"
"LITTLE BEE BOOKS","USA","info@littlebeebooks.com"
"LITTLE  BROWN BOOKS FOR YOUNG READERS","USA","rights@lbchildrens.com"
"LITTLE PIKLE PRESS","USA","customerservice@littlepicklepress.com"
"MACMILLAN CHILDREN'S PUBLISHING GROUP","USA","childrensrights@macmillanusa.com"
"MAGINATION PRESS/AMERICAN PSYCHOLOGICAL ASSOCIATION","USA","kenderle@apa.org"
"MARIPOSA PRESS","USA","laurieblumguest@mariposapress.com"
"MIGHTY MEDIA PRESS","USA","nancy@mightymedia.com"
"THE MUSEUM OF MODERN ART  NEW YORK","USA","moma_publications@moma.org"
"NATIONAL GEOGRAPHIC/NATIONAL GEOGRAPHIC CHILDREN'S BOOKS","USA","gordon.fournier@natgeo.com"
"NICKELODEON GLOBAL PUBLISHING","USA",""
"PAPERCUTZ/NBM GRAPHIC NOVELS","USA","nantier@papercutz.com"
"PEACHTREE PUBLISHERS","USA","gehy@peachtree-online.com"
"PENGUIN RANDOM HOUSE","USA",""
"PENGUIN YOUNG READERS GROUP (USA)  A DIVISION OF PENGUIN ...","USA","penguinyr.subrights@us.penguingroup.com"
"PHOENIX INTERNATIONAL PUBLICATIONS","USA","dblaesing@pikidsmedia.com"
"PUBLISHERS WEEKLY MAGAZINE","USA",""
"RANDOM HOUSE CHILDREN'S BOOKS  U.S.","USA",""
"RIGGINS INTERNATIONAL RIGHTS SERVICES  INC.","USA","rights@rigginsrights.com"
"RIPLEY ENTERTAINMENT INC.","USA","webb@ripleys.com;publishing@ripleys.com"
"ROARING BROOK PRESS","USA","childrensrights@macmillanusa.com"
"RONSHIN GROUP C/O TOPPAN VITE","USA","rongxin_wushasha@126.com"
"SCHOLASTIC  INC.","USA",""
"SHADOW MOUNTAIN PUBLISHING","USA","rights@shadowmountain.com"
"SIMON &amp; SCHUSTER CHILDREN'S PUBLISHING","USA","sschildrensubrights@simonandschuster.com"
"SOCIETY OF CHILDREN'S BOOK WRITERS &amp; ILLUSTRATORS","USA","scbwi@scbwi.org"
"SOURCEBOOKS  INC.","USA","stephanie.graham@sourcebooks.com"
"STERLING PUBLISHING CO.  INC.","USA","mkretzer@sterlingpublishing.com"
"THE CLEVER FACTORY  INC.","USA","sean.buckley@cleverfactory.com"
"WARNER BROS GLOBAL PUBLISHING","USA","elaine.piechowski@warnerbros.com"
"WORKMAN PUBLISHING CO.","USA","international.inquiries@workman.com"
