"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE PRIVEE SAINT-JEAN HULST","Not found","Not found","01 39 54 93 92","Not found","28 rue Remilly78000 VERSAILLESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - SAINT JACQUES","ecsalstj@edres74.net","Not found","04 50 58 06 03","Not found","147 rue Saint-Joseph74700 SALLANCHESFrance","Site Saint-Jacques 65 Place Saint-Jacques 74700 SALLANCHES"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","Not found","Not found","03 20 94 33 88","03 20 94 62 43","16 rue Montaigne (Mat. - CE1)59200 TOURCOINGFrance","40 rue des Maraîchers (CE2 - CM2)"
"ECOLE PRIVEE NOTRE-DAME DE BON PORT","ec.nantes.nd-bon-port@ec44.scolanet.org","Not found","02 40 69 33 27","Not found","2 bis rue Dobré44100 NANTESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolenotredame-quintin@orange.fr","eco22.nd.quintin@eco.ecbretagne.org","02 96 74 93 79","Not found","3 rue du Bourg-Jugné - BP 11822800 QUINTINFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec.lege.notre-dame@ec44.scolanet.org","ecolend.lege@wanadoo.fr","02 40 04 96 48","Not found","7 rue du Puits-Neuf44650 LEGEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","lesage.ogec.lhp@wanadoo.fr","Not found","02 33 46 03 09","Not found","2-4 rue de l'Eglise50250 LA HAYE DU PUITSFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","sacre-coeur@wanadoo.fr","Not found","02 31 96 11 37","Not found","6 rue Morel de Than14780 LION SUR MERFrance","Not found"
"ECOLE PRIVEE LES MOULINS","ecmenlmo@edres74.net","Not found","04 50 60 16 13","Not found","Le Village10 chemin des Ecoliers74290 MENTHON ST BERNARDFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ecole.le.sacre.coeur@wanadoo.fr","ec.scoe.rio@ec43.org","04 71 75 38 25","Not found","1 rue du Pont43220 RIOTORDFrance","Not found"
"ECOLE PRIVEE MONTALEMBERT NOTRE-DAME","secretariat@notre-dame-toulouse.com","contact@montalembert-lm.fr","05 34 31 96 70","05 34 31 21 80","42 bis rue des 36 Ponts31400 TOULOUSEFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DE SION","notredamedesion@free.fr","Not found","04 76 96 69 72","Not found","6 avenue Beaumarchais38000 GRENOBLEFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-ANNE - SAINT-JOSEPH","st-joseph.argentre@wanadoo.fr","Not found","02 99 96 61 53","Not found","52-54 rue Alain d'Argentré35370 ARGENTRE DU PLESSISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecolenotredame.calais@wanadoo.fr","Not found","03 21 34 72 70","Not found","10-18 rue Eustache de Saint-Pierre62100 CALAISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","05 62 90 33 02","Not found","1 place Maréchal Joffre65400 ARGELES GAZOSTFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","direction@ecole-nd15.fr","Not found","04 71 68 07 43","Not found","2 rue Guillaume Duprat15200 MAURIACFrance","Not found"
"ECOLE PRIVEE SAINT-ROCH","Not found","Not found","04 78 70 35 51","Not found","6 rue de la Garenne69320 FEYZINFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","Not found","Not found","05 65 65 73 30","Not found","19 rue Fontaine12270 LA FOUILLADEFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 98 61 61 87","Not found","14 rue des Ecoles29430 LANHOUARNEAUFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE TREMINOU","Not found","Not found","02 98 82 04 69","Not found","7 rue Isidore Le Garo29120 PLOMEURFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LA SAGESSE","Not found","Not found","02 98 25 40 76","Not found","7 rue de Lesneven29260 PLOUIDERFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME PERRIER","nd-perrier.chalons@wanadoo.fr","contact@notre-dame-perrier.org","03 26 64 29 22","Not found","64 bis rue Grande Etape51038 CHALONS EN CHAMPAGNE CEDEXFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINT-FRANÇOIS-REGIS","college.sfregis@wanadoo.fr","Not found","04 67 92 80 46","04 67 58 59 92","4 enclos Tissé-Sarrus34000 MONTPELLIERFrance","Primaire : 3 rue de la Merci"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 28 42 81 65","Not found","6 rue de la Prairie59660 MERVILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE CAHUZAC","Not found","Not found","05 62 67 76 57","Not found","Rue des Ecoles32200 GIMONTFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ec.boussay.sacre-coeur@ec44.scolanet.org","Not found","02 40 06 81 76","Not found","1 rue des Saussaies44190 BOUSSAYFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS DE MONTFORT","ec.chevroliere.st-louis@ec44.scolanet.org","Not found","02 40 31 30 64","Not found","11 rue du Docteur Grosse44118 LA CHEVROLIEREFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES ANGES","ec.gd-auverne.nd-anges@ec44.scolanet.org","ecole.ndanges@orange.fr","02 40 07 23 04","Not found","15 rue Bernard du Treuil44520 GRAND AUVERNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","Not found","Not found","03 20 53 68 61","Not found","105 avenue Jean Jaurès59790 RONCHINFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","03 20 07 58 73","Not found","33 rue du général Koenig59211 SANTESFrance","Not found"
"ECOLE PRIVEE NOTRE DAME","Not found","Not found","02 43 37 55 50","Not found","21 rue de Normandie53410 ST PIERRE LA COURFrance","Not found"
"ECOLE PRIVEE JEAN XXIII","jean23.vitre@wanadoo.fr","Not found","02 99 74 40 72","Not found","Boulevard de la Motte35500 VITREFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","walletjdarc@orange.fr","Not found","03 21 05 07 86","Not found","Avenue du Maréchal Foch62520 LE TOUQUET PARIS PLAGEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","jeanned-arc-herblay@wanadoo.fr","Not found","01 39 97 35 67","Not found","1 rue Jean XXIII95220 HERBLAYFrance","Not found"
"INSTITUTION NOTRE-DAME  ECOLE, COLLEGE ET LYCEE PRIVES","Not found","Not found","01 39 81 22 98","Not found","106 boulevard Charles de Gaulle95110 SANNOISFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  SAINT-ADJUTOR","saint-adjutor.accueil@orange.fr","saint-adjudor.direction@orange.fr","02 32 21 40 29","Not found","56 rue de Marzelles27200 VERNONFrance","Not found"
"ECOLE, COLLEGE ET LYCEE POLYVALENT  PRIVES NOTRE-DAME","ndpapel12@scolalor.tm.fr","Not found","03 87 74 36 80","Not found","2 rue de Metz57245 PELTREFrance","Not found"
"ECOLE ET COLLEGE PRIVES ETCHECOPAR","college.etchecopar@wanadoo.fr","Not found","05 59 65 71 99","05 59 65 66 18 (école)","Route Aicirits - BP 4264120 ST PALAISFrance","Not found"
"ECOLE PRIVEE","epmbeausse@wanadoo.fr","ec.beausse@ec49.org","02 41 70 74 48","Not found","2 rue de la Chataignerie49410 BEAUSSEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ste-anne-cantenay@wanadoo.fr","ec.cantenay.steanne@ec49.org","02 41 32 13 54","Not found","10 rue d'Anjou49460 CANTENAY EPINARDFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 75 38 85 33","Not found","Petit Masneuf07630 LE BEAGEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","ecolejeannedarc4@wanadoo.fr","Not found","04 92 75 00 04","Not found","7 avenue Saint-Promasse04300 FORCALQUIERFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","Not found","Not found","05 63 41 87 35","Not found","5 place de l'Eglise81370 ST SULPICEFrance","Not found"
"ECOLE PRIVEE PUYSEGUR LA FITE","Not found","Not found","05 63 33 72 42","Not found","4 place saint Michel - BP 2681800 RABASTENSFrance","Not found"
"ECOLE, COLLEGE ET LYCEE PRIVES  JEAN-BAPTISTE DE LA SALLE","accueil@jbsrouen.org","Not found","02 35 71 68 43","Not found","84 rue Saint-Gervais76042 ROUEN CEDEXFrance","5 rue d'Herbouville"
"ECOLE, COLLEGE ET LYCEE PRIVES  SAINT-JEAN ET LA CROIX","secretariat@st-jean02.org","ecole@st-jean02.org","03 23 67 06 72","03 23 62 34 17","Ecole : 49 rue du Gouvernement02100 ST QUENTINFrance","Secondaire : 25 rue Antoine Lécuyer"
"ECOLE, COLLEGE, LYCEE ET LT PRIVES  SAINT-JOSEPH - LA MADELEINE","contact@stjomadeleine.org","saintjoseph-primaire@wanadoo.fr","04 96 12 13 60","Not found","172 bis boulevard de la Libération13248 MARSEILLE CEDEX 04France","Not found"
"ECOLE ET COLLEGE PRIVES SAINTE-MARIE","stemarie13@wanadoo.fr","Not found","04 42 88 89 90","04 42 09 35 85 (école)","La Plaine Notre-Dame13700 MARIGNANEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","05 65 80 63 91","Not found","Le Bourg12350 DRULHEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ecole-jeanne-d-arc3@wanadoo.fr","Not found","04 75 47 71 04","Not found","25 rue Jules Nadi26190 ST JEAN EN ROYANSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","saintemarie.champier@orange.fr","Not found","09 64 18 73 82","Not found","1104 route des Alpes38260 CHAMPIERFrance","Not found"
"ECOLE PRIVEE","Not found","Not found","03 85 84 51 97","Not found","Route de Montmelard71800 GIBLESFrance","Not found"
"ECOLE, COLLEGE ET LYCEE SAINTE-ANNE","secretariatsteanne@wanadoo.fr","Not found","02 43 62 12 50","Not found","5 rue Alain de Rougé - BP 17572300 SABLE SUR SARTHE CEDEXFrance","Not found"
"ECOLE PRIVEE SAINTE-CLAIRE","ecolesteclairecassis@free.fr","Not found","04 42 01 78 11","Not found","41 avenue Victor Hugo13260 CASSISFrance","Not found"
"GROUPE SCOLAIRE PRIVE   SAINT-JOSEPH - JEANNE D'ARC","stjosephecole@neuf.fr","Not found","05 58 71 67 12","Not found","Ecole Saint-Joseph18 rue Pasteur40800 AIRE SUR L ADOURFrance","Ecole Jeanne d'Arc2 rue René Méricam"
"INSTITUT SAINT-THOMAS DE VILLENEUVE  ECOLE ET COLLEGE PRIVES","sthodirection@wanadoo.fr","Not found","01 48 81 00 27","Not found","1 boulevard Galliéni94360 BRY SUR MARNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","endtiffauges@wanadoo.fr","Not found","02 51 65 72 34","Not found","7 rue des Douves85130 TIFFAUGESFrance","Not found"
"ECOLE PRIVEE SAINT-YVES","eco22.st-yves.perros@eco.ecbretagne.org","Not found","02 96 23 21 60","Not found","13 rue du Sergent l'Heveder22700 PERROS GUIRECFrance","Not found"
"ECOLE PRIVEE  DE LA MADONE","Not found","ecoledelamadone@laclasse.com","04 78 81 02 03","Not found","10 route de la Rivière69510 YZERONFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","st.joseph.wallers@ddec59c.org","Not found","03 27 35 68 34","Not found","Rue Alphonse Merrheim59135 WALLERSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU ROSAIRE","Not found","Not found","03 21 83 72 48","Not found","30 rue de Verdun62360 CONDETTEFrance","Not found"
"ECOLE PRIVEE SAINT-LAURENT","saint.laurent.ecole@wanadoo.fr","Not found","04 76 07 20 00","Not found","4 montée du Couvent38210 TULLINSFrance","Not found"
"ECOLE PRIVEE","emblavez.beaulieu.ecolpriv@wanadoo.fr","ec43.priv.beaulieu@ac-clermont.fr","04 71 08 55 28","Not found","Route de Margeaix43800 BEAULIEUFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","Not found","Not found","03 85 96 28 40","Not found","Rue de l'Eglise71460 JONCYFrance","Not found"
"ECOLE PRIVEE SAINT-AUBIN","ecoleprive.st.aubin@wanadoo.fr","Not found","05 61 62 86 20","Not found","41 bis rue Riquet31000 TOULOUSEFrance","Not found"
"INSTITUTION STE-MARIE  LA GRAND'GRANGE  ECOLE, COLLEGE ET LYCEE GENERAL PRIVES","secretariatdg@ismgg.fr","Not found","04 77 22 01 56","Not found","15 rue du Coin - BP 242401 ST CHAMOND CEDEXFrance","Not found"
"SEMINAIRE DE JEUNES  ECOLE, COLLEGE ET LYCEE PRIVES","sem.walbourg@wanadoo.fr","Not found","03 88 90 29 29","Not found","60 rue principale67360 WALBOURGFrance","Not found"
"ECOLE NOTRE-DAME DU BON CONSEIL","ndbc.feuchy@wanadoo.fr","Not found","03 21 48 16 65","Not found","5 place de l'Eglise62223 FEUCHYFrance","Not found"
"ECOLE PRIVEE LIBRE","ec-burpr@inforoutes-ardeche.fr","Ecole.Privee.Burzet@inforoutes-ardeche.fr","04 75 94 49 13","Not found","Le Bourg07450 BURZETFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","st.joseph.vendargues@wanadoo.fr","ecolestjoseph@laposte.net","04 67 70 85 85","Not found","22 rue de la Fontaine34740 VENDARGUESFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","Not found","Not found","03 27 48 20 87","Not found","806 rue Neuve59226 LECELLESFrance","Not found"
"ECOLE PRIVEE MONSEIGNEUR MERICQ","Not found","Not found","05 62 94 15 73","Not found","14 rue Rouy65100 LOURDESFrance","Not found"
"ECOLE PRIVEE SAINT-NICOLAS","ogec.st-nicolas@orange.fr","Not found","04 74 67 40 49","Not found","Le Bourg69640 DENICEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolestjoseph.jujurieux@wanadoo.fr","Not found","04 74 36 81 76","Not found","21 rue Claude-Joseph Bonnet01640 JUJURIEUXFrance","Not found"
"ECOLE PRIVEE   NOTRE DAME DE PROMPT SECOURS","ce.0421917f@ac-lyon.fr","Not found","04 77 66 27 86","Not found","Le Bourg - Route de Charlieu42460 COUTOUVREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ec.stlambertdulattay.stjoseph@ec49.org","Not found","02 41 78 37 40","Not found","5 rue Périnelle49750 ST LAMBERT DU LATTAYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","nd-saintsaturnin@wanadoo.fr","ec.stsaturnin.notredame@ec49.org","02 41 54 60 93","Not found","4 passage des Ecoles49320 ST SATURNIN SUR LOIREFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","eco22.st-pierre.plelan@eco.ecbretagne.org","Not found","02 96 27 02 30","Not found","5 rue de la Communauté22980 PLELAN LE PETITFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco22.nd.ploumilliau@eco.ecbretagne.org","Not found","02 96 35 49 24","Not found","17 rue Villiers de l'Isle Adam22300 PLOUMILLIAUFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","eco22.ste-anne.st-brandan@eco.ecbretagne.org","Not found","02 96 74 86 23","Not found","7 rue Stainte-Anne22800 ST BRANDANFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","eco22.jda.squiffiec@eco.ecbretagne.org","Not found","02 96 43 24 60","Not found","21 rue de l'Argoat22200 SQUIFFIECFrance","Not found"
"ECOLE PRIVEE SAINT-DOMINIQUE","eco22.stdo.trebeurden@eco.ecbretagne.org","Not found","02 96 23 60 91","Not found","58 rue des PlagesImpasse Dour Ar Barz22560 TREBEURDENFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","charaecolestjs@wanadoo.fr","Not found","04 76 06 61 06","Not found","Rue de la Mairie38850 CHARAVINESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - NOTRE-DAME","notredame.vervins@wanadoo.fr","Not found","03 23 98 07 45","Not found","22 rue Brimbeuf02140 VERVINSFrance","Not found"
"ECOLE PRIVEE SAINT-LEONARD","saint-leonard.ecole@wanadoo.fr","Not found","02 35 83 28 34","Not found","16 rue Etienne Bourgoix76730 BACQUEVILLE EN CAUXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DE LOURDES","eco56.nd.lochrist@eco.ecbretagne.org","Not found","02 97 36 07 48","Not found","6 route de Plouay56650 INZINZAC LOCHRISTFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","eco.stpi.peillac@ddec56.org","Not found","02 99 91 33 60","Not found","13 rue du Stade56220 PEILLACFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 97 39 28 57","Not found","13 rue du Vieux Presbytère56330 CAMORSFrance","Not found"
"ECOLE PROTESTANTE PRIVEE  LA PAILLE ET LE GRAIN  ECOLE PRIVÉE PROTESTANTE LA PÉPINIÈRE","eco.pripro@wanadoo.fr","Not found","04 79 60 89 50","Not found","1 bis boulevard de Lémenc73000 CHAMBERYFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ec.cuille.jeannedarc@ec53.org","ec.cuille.jeannedarc@ec53.org","02 43 06 69 46","Not found","66 rue de Bretagne53540 CUILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ec.montjean.steanne@ec53.org","Not found","02 43 02 12 35","Not found","11 rue du vieux Château53320 MONTJEANFrance","Not found"
"ECOLE PRIVEE JEAN XXIII","ec.nantes.jean23@ec44.scolanet.org","Not found","02 40 74 48 24","Not found","25 rue Alphonse Daudet44000 NANTESFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","secretariat@ecolejdarcfournes.fr","Not found","03 20 50 24 43","Not found","161 rue Pasteur59134 FOURNES EN WEPPESFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ecole.j.arc.cholet@wanadoo.fr","ec.cholet.jeannedarc@ec49.org","02 41 62 08 20","Not found","26 rue du Devau49300 CHOLETFrance","Not found"
"ECOLE PRIVEE THOMAS BECKET","st.thomas.becket@wanadoo.fr","Not found","01 64 91 31 20","Not found","9 rue du Puits Grès91790 BOISSY SOUS ST YONFrance","Not found"
"INSTITUT NOTRE-DAME  ECOLE, COLLEGE ET LYCEE PRIVES","v-field@ind78.com","Not found","01 30 87 17 87","01 39 73 72 11","3 rue de Témara78100 ST GERMAIN EN LAYEFrance","Ecole : 22 ter rue Alexandre Dumas"
"ECOLE, COLLEGE ET LYCEE PRIVES  NOTRE-DAME DES CARMES - SAINT-GABRIEL","saint-gabriel.29@wanadoo.fr","Not found","02 98 66 08 44","02 98 66 08 39 (école)","6 rue Jean Lautrédou29120 PONT L ABBEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-SACREMENT  ET LYCEE SAINT-LAZARE","esca71@wanadoo.fr","Not found","03 85 86 97 97","03 85 86 97 90 (école)","7 rue Saint-Germain71400 AUTUNFrance","Not found"
"ECOLE NOTRE-DAME DE GUERET","esnd23.ppii@wanadoo.fr","Not found","05 55 52 00 75","Not found","5 avenue du Docteur Manouvrier23000 GUERETFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ecolesacrecoeur.clerieux@neuf.fr","Not found","04 75 71 53 56","Not found","Rue de l'Egalité26260 CLERIEUXFrance","Not found"
"COURS BERLIOZ","cpb1@free.fr","Not found","04 22 09 38 14","06 34 36 02 88","19 rue de Dijon06000 NICEFrance","Not found"
"INSTITUTION SAINTE-GENEVIEVE SAINT-JOSEPH  ECOLE ET COLLEGE PRIVES","Not found","Not found","05 65 68 05 14","05 65 73 30 40 (école)","1 rue Sarrus12000 RODEZFrance","Not found"
"INSTITUTION SAINTE-MARIE  ECOLE ET COLLEGE PRIVES","sainte.marie87.ecole.college@wanadoo.fr","Not found","05 55 68 11 72","Not found","18 place de la République87300 BELLACFrance","Not found"
"ECOLE ET COLLEGE PRIVES   LA SALLE SAINT-BERNARD","accueil@saintbernard-bayonne.fr","Not found","05 59 59 06 73","Not found","7 rue Antoine Labarthe - BP 51964105 BAYONNE CEDEXFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","ecole.stpierre.vigan@club-internet.fr","Not found","04 67 81 04 46","04 67 81 88 66","10 rue de Mareilles30120 LE VIGANFrance","Maternelle :"
"ECOLE PRIVEE SAINT-THURIAU","Not found","Not found","02 97 67 00 73","Not found","3 rue Ker Anna56230 BERRICFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - SAINT-HENRI","eco.sthe.bignan@ddec56.org","Not found","02 97 60 52 83","Not found","8 rue de la Résistance56500 BIGNANFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","eco56.stjb.le-gorvello@eco.ecbretagne.org","Not found","02 97 43 05 01","Not found","Hameau Le Gorvello56250 SULNIACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredame-laille@wanadoo.fr","eco35.notre-dame.laille@ecbretagne.org","02 99 42 57 14","Not found","23 rue du Parc35890 LAILLEFrance","Not found"
"ECOLE PRIVEE","ecolelachapelledebrain@wanadoo.fr","Not found","02 99 70 20 94","Not found","Rue de la Pensée35660 LA CHAPELLE DE BRAINFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole.sainte-anne.bazouges@wanadoo.fr","Not found","02 99 97 46 55","Not found","12 rue d'Antrain35560 BAZOUGES LA PEROUSEFrance","Not found"
"ECOLE PRIVEE CARDINAL LIENART","Not found","Not found","03 20 91 46 86","Not found","12 rue Trémière59650 VILLENEUVE D ASCQFrance","Not found"
"ECOLE PRIVEE CLAMECY","Not found","Not found","02 54 97 46 01","Not found","3 rue Porte aux Renards41130 SELLES SUR CHERFrance","Not found"
"ECOLE PRIVEE SAINT-MARTIN","ecole-st-martin3@wanadoo.fr","Not found","02 54 88 70 95","Not found","4 rue du Château41600 NOUAN LE FUZELIERFrance","Not found"
"BETH RIVKAH  ECOLE, COLLEGE ET LYCEE PRIVES","Not found","Not found","01 69 49 62 62","Not found","45 rue Raymond Poincaré91330 YERRESFrance","Not found"
"ECOLE PRIVEE DE L'ENFANT-JESUS","Not found","Not found","03 20 75 73 89","Not found","28 rue Pierre Catteau59150 WATTRELOSFrance","Not found"
"INSTITUTION SAINTE-MONIQUE  ECOLE PRIVEE","ecole.stemonique@free.fr","Not found","05 56 98 48 58","Not found","29-31 rue Paul Courteault33000 BORDEAUXFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 33 35 62 21","Not found","Boulevard de la Gare61230 GACEFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 98 59 21 31","Not found","4 rue de Ruvei29140 ROSPORDENFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","03 28 68 62 24","Not found","Rue Saint-Georges59380 BERGUESFrance","Not found"
"ECOLE PRIVEE LA SOURCE L'EAU VIVE","ecole.eauvive@wanadoo.fr","ec.beaufort.lasourceauvive@ec49.org","02 41 57 46 29","Not found","Impasse de la Tête Noire49250 BEAUFORT EN VALLEEFrance","Not found"
"ECOLE PRIVEE ANNE BOIVENT","ecole.prive.stbrice@wanadoo.fr","Not found","02 99 98 65 77","Not found","1rue Maurice Carème35460 ST BRICE EN COGLESFrance","Not found"
"COLLEGE EPISCOPAL SAINT-ETIENNE  ECOLE, COLLEGE ET LYCEE PRIVES","cse@cybercable.tm.fr","Not found","03 88 76 75 88","388 155 460","2 rue de la Pierre Large67084 STRASBOURG CEDEXFrance","Ecole : 9 rue des Couples"
"ECOLE PRIVEE DE LA PRESENTATION","ec.present.langeac@wanadoo.fr","ec.pres.lan@ec43.org","04 71 77 08 05","Not found","37 boulevard Charles de Gaulle43300 LANGEACFrance","Not found"
"ECOLE PRIVEE PRIMAIRE","ecole-privee-jayol@wanadoo.fr","Not found","04 77 36 49 70","Not found","3 rue Jayol - BP 1342170 ST JUST ST RAMBERTFrance","Not found"
"ECOLE PRIVEE FRANÇOIS DENECHERE","ecole.laplaine49@wanadoo.fr","ec.laplaine.fdenechere@ec49.org","02 41 55 98 14","Not found","11 rue du Commerce49360 LA PLAINEFrance","Not found"
"ECOLE PRIVEE LA SOURCE","ecolepriveesaintcrespinsurmoine@wanadoo.fr","ec.stcrespin.lasource@ec49.org","02 41 70 43 65","Not found","8 rue de la Roche49230 ST CRESPIN SUR MOINEFrance","Not found"
"ECOLE PRIVEE SAINT-RAPHAEL","ecole.saint.raphael@wanadoo.fr","Not found","05 49 80 08 43","Not found","15 rue Sainte-Radegonde79140 CIRIERESFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","ecole-st-joseph-st-fortunat@wanadoo.fr","Not found","04 75 65 20 51","Not found","Le Village07360 ST FORTUNAT SUR EYRIEUXFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","Not found","Not found","04 75 58 30 22","Not found","Le Village07440 ST SYLVESTREFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ec-voupr@inforoutes-ardeche.fr","ecole.privee.lavoulte@inforoutes-ardeche.fr","04 75 62 41 54","Not found","Le Château07800 LA VOULTE SUR RHONEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-MICHEL","Not found","Not found","05 65 98 12 88","Not found","Not found","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DES CHAMPS","direction.primaire@ndchamps-romans.com","secretariat@ndchamps-romans.com","04 75 72 71 90","Not found","30 place Jacquemart  - BP 30726107 ROMANS SUR ISERE CEDEXFrance","Not found"
"ECOLE ET COLLEGE PRIVES LE ROSAIRE","direction@bury-rosaire.edu","Not found","01 34 18 38 00","Not found","39 rue du Général de Gaulle95320 ST LEU LA FORETFrance","Not found"
"ECOLE ET COLLEGE PRIVES DE L'IMMACULEE","clg.immaculee.damville@srec-hn.com","ec.immaculee.damville@srec-hn.com","02 32 34 50 18","Not found","7 rue de Verneuil27240 DAMVILLEFrance","Not found"
"ECOLE PRIVEE SAINT-GUEN","Not found","Not found","02 97 54 04 71","Not found","26 rue Irénée Joliot-Curie56000 VANNESFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN","ecole.st.jean.72ferte.bd@wanadoo.fr","ec.laferte.stjean@ec72.org","02 43 93 02 62","Not found","4 rue Gambetta72400 LA FERTE BERNARDFrance","Not found"
"ECOLE PRIVEE SAINT-GABRIEL","ecole.saint.gabriel@wanadoo.fr","ec.martigne.stgabriel@ec49.org","02 41 59 42 75","Not found","4 rue de la Paix49540 MARTIGNE BRIANDFrance","Not found"
"ECOLE PRIVEE LE PRIEURE","ec.moze.leprieure@ec49.org","Not found","02 41 45 72 60","Not found","Chemin des Ganaudières49610 MOZE SUR LOUETFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ec.roussay.stemarie@ec49.org","Not found","02 41 70 37 66","Not found","13 rue du Douet Aubert49450 ROUSSAYFrance","Not found"
"ECOLE PRIVEE","Ecole.Privee.StCyr@inforoutes-ardeche.fr","Not found","04 75 67 46 08","Not found","4 Place de la Bascule07430 ST CYRFrance","Not found"
"ECOLE ET COLLEGE PRIVES   SAINTE-JEANNE D'ARC","Not found","Not found","03 81 67 13 37","Not found","32 rue de la Chaussée25500 MORTEAUFrance","Not found"
"ECOLE ET COLLEGE PRIVES  LES JONQUILLES - SAINTE-MARIE","administration@saintemarie34.org","Not found","04 67 03 45 00","Not found","255 rue Croix-de-FiguerollesBP 2559434071 MONTPELLIER CEDEX 3France","Not found"
"ECOLE ET COLLEGE PRIVES  IMMACULEE-CONCEPTION","secretariat@immac.net","ecole.immac@yahoo.fr","04 75 93 59 12","Not found","3 Rond-Point des Ecoles07200 AUBENASFrance","Not found"
