"name","mail","mail2","tel","tel2","adrs","adrs2"
"ECOLE, COLLEGE   ET LYCEE PRIVES JEANNE D'ARC","Not found","Not found","03 89 45 36 31","03 89 45 63 00","15 rue du Chanoine Brun68100 MULHOUSEFrance","3 rue Chanoine Winterer68100 MULHOUSE"
"ECOLE DE LA SALLE- IMMACULEE CONCEPTION","Not found","Not found","03 26 74 07 62","Not found","30 rue des Hauts-Pas51300 VITRY LE FRANÇOISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES LYS","ecole.ndlys@wanadoo.fr","Not found","01 64 35 91 93","Not found","1 rue du Maréchal Joffre77660 ST JEAN LES DEUX JUMEAUXFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ec-saintemarielessauvages@laclasse.com","Not found","04 74 89 11 20","Not found","Le Bourg69170 LES SAUVAGESFrance","Not found"
"ECOLE PRIVEE ANTOINE TRUCHET","ecoletruchet@voila.fr","Not found","04 78 46 36 69","Not found","14 rue du 11 Novembre 191869540 IRIGNYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ep.latranchesurmer@wanadoo.fr","Not found","02 51 27 40 74","Not found","2 rue du Clos85360 LA TRANCHE SUR MERFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH - SAINTE-MARIE","Not found","Not found","02 98 59 50 78","Not found","Rue de la Papeterie29500 ERGUE GABERICFrance","Not found"
"ECOLE PRIVEE SAINT-AUGUSTIN","Not found","Not found","02 98 59 12 82","Not found","Rue de la Croix Rouge29510 LANGOLENFrance","Not found"
"ECOLE PRIVEE ST-JOSEPH","ecolestjoseph-plobannalec@wanadoo.fr","Not found","02 98 82 20 79","Not found","Route de Loctudy29740 PLOBANNALECFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","Not found","Not found","02 98 89 23 43","Not found","8 rue S.de Parceveaux29830 PLOUGUINFrance","Not found"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","jeannedarc@ataraxie.fr","Not found","04 68 71 78 80","Not found","44 rue Victor Hugo11000 CARCASSONNEFrance","Not found"
"LUZY DUFEILLANT  ECOLE ET COLLEGE PRIVES","ecole.college.luzy.dufeillant@wanadoo.fr","Not found","04 74 84 61 61","Not found","17 avenue Louis-Michel Villaz38270 BEAUREPAIREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","eco22.stjo.pontrieux@ecbretagne.org","Not found","02 96 95 61 62","Not found","26 rue Kerpontou22260 PONTRIEUXFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","03 28 48 49 05","Not found","53-55 rue du Maréchal Foch59670 CASSELFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecoleprimaireprivee@wanadoo.fr","Not found","04 66 24 01 37","Not found","15 rue de la Bienfaisance30500 ST AMBROIXFrance","Not found"
"ECOLE PRIVEE LE COUVENT","ecole.lecouvent@wanadoo.fr","Not found","02 47 65 41 59","Not found","Rue du Couvent37800 STE MAURE DE TOURAINEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole.ste-anne@wanadoo.fr","Not found","02 97 57 85 06","Not found","20 rue Notre-Dame de Bequerel56400 PLOUGOUMELENFrance","Not found"
"ECOLE PRIVEE SAINT-RAPHAEL","ecole.leslandesgenusson@gmail.com","Not found","02 51 91 69 34","Not found","Rue Jeanne d'Arc85130 LES LANDES GENUSSONFrance","Not found"
"ECOLE PRIVEE SAINT-HILAIRE","ecole.sthilaire@2000ecoles.net","Not found","02 51 65 10 64","Not found","2 impasse de la Vergnaie85290 MORTAGNE SUR SEVREFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","dir.sc@wanadoo.fr","Not found","02 51 31 82 56","Not found","23 rue des Echoliers85170 LE POIRE SUR VIEFrance","Not found"
"ECOLE PRIVEE DU CHAMP DES MARTYRS","ec.avrille.champdesmartyrs@ec49.org","champ-des-martyrs@wanadoo.fr","02 41 69 37 31","Not found","Avenue Grandmont49240 AVRILLEFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR  NOTRE-DAME DU THENAIS","sacrecoeur.longue@wanadoo.fr","ec.longue.sacrecoeur@ec49.org","02 41 52 13 15","Not found","25 -32 rue du Docteur Tardif49160 LONGUE JUMELLESFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","ecsacrecoeur@wanadoo.fr","Not found","02 98 04 01 93","Not found","16 rue du Couvent29870 LANNILISFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-MARIE- SAINT-MICHEL","Not found","Not found","03 81 62 12 79","Not found","2 rue du Clos des Haies25290 ORNANSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","03 84 46 62 72","Not found","14 rue de Badonvillers90000 BELFORTFrance","Not found"
"ECOLE PRIVEE SAINTE-BERNADETTE","Not found","Not found","04 79 07 33 55","Not found","4 route de Montrigon73700 BOURG ST MAURICEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ste-marie.la-chartre@wanadoo.fr","Not found","02 43 44 41 21","Not found","24 rue François Coudreux72340 LA CHARTRE SUR LE LOIRFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","Not found","Not found","02 97 93 03 62","Not found","Rue Barrage56800 LOYATFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","direction@ecole-privee-stgenest-lerpt.org","Not found","04 77 90 92 15","Not found","1 Boulevard du Minois42530 ST GENEST LERPTFrance","Not found"
"ECOLE PRIVEE LA CROIX BLANCHE","institutioncroixblanche@nordnet.fr","Not found","03 20 46 24 29","Not found","1739 av. du Général de Gaulle - BP 359587 BONDUESFrance","Not found"
"ECOLE ET COLLEGE PRIVES   ASSOMPTION VAL MONTJOIE","ecole@assomption-valmontjoie.com","Not found","04 50 93 51 21","Not found","385 avenue du Mont d'Arbois74170 ST GERVAIS LES BAINSFrance","Not found"
"ECOLE DE LA SALLE SITE FRANC ROSIER (MATERNELLE ET PRIMAIRE)","admecole@jbdelasalle.com","Not found","04 73 98 67 23","Not found","5 rue des Récollets63000 CLERMONT FERRANDFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 33 65 35 72","Not found","14 rue du 14 Juillet61100 FLERSFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjo.laval@megalis.org","Not found","02 43 66 16 47","243 907 074","32 rue du 124ème R.I.53000 LAVALFrance","Not found"
"ECOLE PRIVEE NOEL PINOT","ecole.noelpinot@gmail.com","ec.lelouroux.noelpinot@ec49.org","02 41 77 43 78","Not found","1 square Stéphane Grappelli49370 LE LOUROUX BECONNAISFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","montreuiljuigne.notredame@ec49.fr","Not found","02 41 42 38 70","Not found","10 rue Pierre Mendès-France49460 MONTREUIL JUIGNEFrance","Not found"
"ECOLE PRIVEE","ec.larenaudiere@ec49.org","Not found","02 41 30 20 19","Not found","7 rue Chevallerie49450 LA RENAUDIEREFrance","Not found"
"ECOLE PRIVEE MONSEIGNEUR CUMINAL","mgrcuminal@udogecs.fr","Not found","03 22 52 70 25","Not found","Les Coursives - Etouvie80000 AMIENSFrance","Not found"
"ECOLE PRIVEE SAINT-ROCH","ec-albpr@inforoutes-ardeche.fr","Not found","04 75 67 41 87","Not found","Le Village07790 ST ALBAN D'AYFrance","Not found"
"ECOLE PRIVEE  ANTOINE DE SAINT-EXUPERY","ecole.exstlaurent@wanadoo.fr","Not found","04 75 62 06 11","Not found","Rue du Pied de l'Endroit07800 ST LAURENT DU PAPEFrance","Not found"
"ECOLE PRIVEE NAZARETH","nazareth.chavagnes@free.fr","Not found","02 51 42 23 41","Not found","216 rue du Général de Gaulle85250 CHAVAGNES EN PAILLERSFrance","Not found"
"ECOLE PRIMAIRE PRIVEE","Not found","Not found","05 65 99 62 99","Not found","Rue des Ecoles12380 ST SERNIN SUR RANCEFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC  SAINT-LOUIS","ecole-ste-jeanne-darc-henin@wanadoo.fr","Not found","03 21 20 29 30","Not found","Rue Ledru Rollin62110 HENIN BEAUMONTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","saintemarie.nemours@wanadoo.fr","Not found","01 64 78 23 58","Not found","6 avenue Gambetta77140 NEMOURSFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole.stemarie@cc.chateau-gontier.fr","ec.chateaugontier.stemarie@ec53.org","02 43 07 26 01","Not found","60 avenue de la Division Leclerc53200 CHATEAU GONTIERFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","eco.sc.reguiny@ecbretagne.org","Not found","02 97 38 62 81","Not found","14 rue Saint-Clair56500 REGUINYFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ec.anetz.notre-dame@ec44.scolanet.org","Not found","02 40 83 00 92","Not found","163 rue des Pinsons44150 ANETZFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","ec.bourgneuf.sacre-coeur@ec44.scolanet.org","sacrecoeur3@wanadoo.fr","02 40 21 47 12","Not found","17 route de Machecoul44580 BOURGNEUF EN RETZFrance","Not found"
"ECOLE PRIVEE SAINT-VINCENT DE PAUL","Not found","Not found","03 20 52 08 22","Not found","28 rue de Fontenoy59000 LILLEFrance","Not found"
"ECOLE PRIVEE SAINTE-GERTRUDE","Not found","Not found","03 28 68 30 45","Not found","15 rue de Saint-Omer59122 REXPOEDEFrance","Not found"
"ECOLE PRIVEE LE PRADEAU","etablissement@pradeaulasede.fr","Not found","05 62 93 13 88","Not found","26 promenade du Pradeau65000 TARBESFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN ET COLLEGE FOCH","adm.st.jeanfoch@wanadoo.fr","Not found","02 33 84 11 60","Not found","14 boulevard Vaugeois61300 L AIGLEFrance","Ecole : 4 rue du Maure"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DU VIEUX COURS","nd-du-vieux-cours-rennes@wanadoo.fr","Not found","02 99 79 62 84","Not found","19 boulevard de la Liberté35000 RENNESFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco35.notre-dame.tinteniac@ecbretagne.org","Not found","02 99 68 02 45","Not found","46 rue Nationale35190 TINTENIACFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 20 07 05 32","Not found","25 bis place Carnot - BP 2359374 LOOS LEZ LILLE CEDEXFrance","Not found"
"ECOLE PRIVEE SAINTE-ELISABETH","ec.stmichel.steelisabeth@ec49.org","Not found","02 41 94 32 75","Not found","4 rue du Stade49420 ST MICHEL ET CHANVEAUXFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","ecole.notredame.latessoualle@wanadoo.fr","ec.latessoualle.notredame@ec49.org","02 41 56 34 37","Not found","20 rue de l'Industrie49280 LA TESSOUALLEFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","ecole-sainte-marie48@wanadoo.fr","Not found","04 66 31 01 29","Not found","3 rue Théophile Roussel48200 ST CHELY D APCHERFrance","Not found"
"ECOLE PRIVEE SAINT-YVES","eco22.st-yves.jugon@eco.ecbretagne.org","Not found","02 96 31 62 07","Not found","2 rue de la forêt22270 JUGON LES LACSFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DES FONTAINES","Not found","Not found","02 98 25 91 10","Not found","2 place de l'Abbaye29460 DAOULASFrance","Not found"
"ECOLE ET COLLEGE PRIVES GUERARD","college.guerard@laposte.net","secretariat.guerard@wanadoo.fr","02 33 19 40 50","02 33 07 47 18","6 rue Quesnel Canveaux50200 COUTANCESFrance","Ecole : 32 rue Quesnel Morinière"
"ECOLE ET COLLEGE PRIVES JEANNE D'ARC","jeannedarc87college1@wanadoo.fr","secretariat.jda@charlesdefoucauld-limoges.fr","05 55 11 94 00","Not found","3 rue des Soeurs de la Rivière87000 LIMOGESFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","ecolefutaie.stjo@wanadoo.fr","ecole.stjoseph.bressuire@ac-poitiers.fr","05 49 65 17 03","05 49 74 14 37","7 rue de la Petite Guimbarde79300 BRESSUIREFrance","Annexe :  5 rue de la Tude79300 BRESSUIRE"
"ECOLE PRIVEE SAINT-JOSEPH","Ecolestmeen@aol.com","eco35.st-joseph.st-meen-le-grand@ecbretagne.org","02 99 09 67 21 (primaire)","02 99 09 65 01 (maternelle)","7 route de la Chapelle35290 ST MEEN LE GRANDFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","stjoseph@udogecs.fr","Not found","03 22 92 24 83","Not found","157 rue Saint-Leu80000 AMIENSFrance","Not found"
"ECOLE PRIVEE DU SACRE-COEUR","Not found","Not found","02 97 32 90 96","Not found","2 rue de Goulaine56700 BRANDERIONFrance","Not found"
"ECOLE PRIVEE LA COLOMBE","Not found","Not found","02 97 42 91 69","Not found","1 avenue des Carrières56130 PEAULEFrance","Not found"
"ECOLE PRIVEE SAINT-PIERRE","Not found","Not found","02 97 57 16 23","Not found","13 rue Parc Er Puns56870 BADENFrance","Not found"
"ECOLE PRIVEE HEDER TACHBAR","Not found","Not found","01 34 19 95 01","Not found","35 avenue du 8 Mai 194595200 SARCELLESFrance","4 rue Jean Lurçat"
"ECOLE PRIVEE SAINT-JOSEPH","ec.courbeveille.stjoseph@ec53.org","Not found","02 43 68 97 96","Not found","3 rue du Pavillon53230 COURBEVEILLEFrance","Not found"
"ECOLE ET COLLEGE PRIVES SAINT-BRUNO","college.st.bruno@libertysurf.fr","ets.stbruno@free.fr","04 76 66 06 33","Not found","Avenue du Montcelet38380 ENTRE DEUX GUIERSFrance","Not found"
"ECOLE PRIVEE SAINT-JEAN-BAPTISTE","ecolesjb@free.fr","Not found","02 51 94 12 18","Not found","11 rue des Essarts - BP 31485600 MONTAIGUFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","ec.nantes.ste-therese@ec44.scolanet.org","ecole.ste-therese@wanadoo.fr","02 40 49 53 89","Not found","11 rue de la Papotière44300 NANTESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 99 97 01 33","Not found","26 rue Jean Janvier35420 ST GEORGES DE REINTEMBAULTFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","03 20 02 28 44","Not found","49 rue Jean Jaurès59510 HEMFrance","Not found"
"ECOLE PRIVEE SAINT-LOUIS","ec.ste-reine-bretagne.st-louis@ec44.scolanet.org","st-louis.ste-reine@wanadoo.fr","02 40 01 10 35","Not found","8 rue Pierre et Marie Curie44160 STE REINE DE BRETAGNEFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ec.st-joachim.ste-anne@ec44.scolanet.org","Not found","02 40 88 57 60","Not found","150 rue Joliot-Curie44720 ST JOACHIMFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME DU SACRE-COEUR","ec.plesse.nd-sacre-coeur@ec44.scolanet.org","Not found","02 40 79 60 10","Not found","6 rue de Guéméné Penfao44630 PLESSEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","eco35.mat-notre-dame.st-malo@ecbretagne.org","Not found","02 99 56 38 44","Not found","54 rue Renan35400 ST MALOFrance","Not found"
"ECOLE PRIVEE SAINT-MARTIN","eco35.st-martin.mezieres-sur-couesnon@ecbretagne.org","Not found","02 99 39 31 28","02 99 39 12 74","7 rue Saint-Jean35140 MEZIERES SUR COUESNONFrance","6 rue des Ecoles35140 ST JEAN SUR COUESNON"
"ECOLE PRIVEE SACRE-COEUR","ec-sacrecoeur@wanadoo.fr","Not found","03 24 27 05 22","Not found","6 rue Mac Donald08200 SEDANFrance","Not found"
"ECOLE, COLLEGE, LYCEE PRIVES  IMMACULEE-CONCEPTION","immaculee.conception@immaculee.net","odile.champagnon.immac@wanadoo.fr","04 72 13 12 80","04 72 13 12 90","74 place Grandclément - BP 102369613 VILLEURBANNE CEDEXFrance","Primaire : 18 -20 av. du Gal Leclerc"
"ECOLE ET COLLEGE PRIVES NOTRE-DAME","notre.dame.janville@wanadoo.fr","ecoleprimairenotredame@yahoo.fr","02 37 90 22 58","Not found","1 rue Saint-Jacques28310 JANVILLEFrance","Not found"
"ECOLE PRIVEE ST-PAUL  ORATOIRE-SAINTE-MARIE","Not found","Not found","05 62 05 29 54","Not found","4 rue Voltaire32000 AUCHFrance","Not found"
"ECOLE PRIVEE SAINT-ARMEL","saint-armel.ecole@wanadoo.fr","Not found","02 99 50 80 36","Not found","5 rue de Suisse35200 RENNESFrance","Not found"
"ECOLE PRIVEE SAINT-FRANÇOIS-XAVIER","ec.st.fx.champ@netcourier.com","ec.champigne.stfrancoisxavier@ec49.org","02 41 42 06 82","Not found","5 rue Chantelune49330 CHAMPIGNEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","notredamesaulty@akeonet.com","Not found","03 21 48 29 39","Not found","115 Grand'Rue62158 SAULTYFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","03 21 02 19 51","Not found","Place du 8 Mai 194562136 LESTREMFrance","Not found"
"ECOLE PRIVEE JEAN-MICHEL LANGEVIN","ec.ingrandes.jmlangevin@ec49.org","ecole.privee.jean-michel.langevin@cegetel.fr","02 41 39 21 33","Not found","4-6 route de la Riottière49123 INGRANDESFrance","Not found"
"ECOLE PRIVEE MATERNELLE ET PRIMAIRE  AMEP/LA RUCHE","primaire@amep.fr","Not found","0596602121","Not found","114 route de Moutte97200 FORT DE FRANCEFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","marie-arc@wanadoo.fr","Not found","05 59 28 12 43","Not found","17 rue du Saison64130 MAULEON SOULEFrance","Not found"
"ECOLE PRIVEE MARCEL CALLO","ec.nantes.marcel-callo@ec44.scolanet.org","ec.marcelcallo@wanadoo.fr","02 40 46 33 02","Not found","23 rue du Bouillon44100 NANTESFrance","Not found"
"CENTRE SCOLAIRE JEANNE D'ARC  ECOLE, COLLEGE ET LYCEE PRIVES","csjaa@club-internet.fr","Not found","04 74 86 28 38","Not found","2 rue Raymond Poincaré - BP 2338550 LE PEAGE DE ROUSSILLONFrance","Not found"
"ENSEMBLE SCOLAIRE FENELON  ECOLE, COLLEGE ET LYCEE PRIVES","fenelon.clermont63@wanadoo.fr","direction.ecole@fenelon63.fr","04 73 93 10 14","Not found","1 cours Raymond Poincaré63037 CLERMONT FERRAND CEDEX 01France","Not found"
"ECOLE PRIVEE SAINT-LAURENT","Not found","Not found","05 59 41 99 37","Not found","Route Saint-Pée64210 ARBONNEFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","02 33 35 41 27","Not found","14 route d'Echauffour61240 LE MERLERAULTFrance","Not found"
"ECOLE PRIVEE SAINTE-MARIE","stemariestpair@wanado.fr","Not found","02 33 50 25 79","Not found","Rue Charles Mathurin50380 ST PAIR SUR MERFrance","Not found"
"ECOLE PRIVEE","eco35.privee.le-theil-de-bgne@ecbretagne.org","Not found","02 99 47 74 80","Not found","3 rue Robert Bellanger35240 LE THEIL DE BRETAGNEFrance","Not found"
"ECOLE PRIVEE LE SACRE-COEUR","eco35.sacre-coeur.roz-landrieux@ecbretagne.org","Not found","02 99 48 30 20","Not found","1 rue de la Mairie35120 ROZ LANDRIEUXFrance","Not found"
"ECOLE PRIVEE BETH MENAHEM","bethmenahem@yahoo.fr","Not found","04 78 68 02 03","Not found","293 rue Francis de Pressensé69100 VILLEURBANNEFrance","Not found"
"ECOLE, COLLEGE ET LYCEE POLYVALENT  SAINTE JEANNE D'ARC","mlbouet@voila.fr","0831444u@ac-nice.fr","04 94 37 23 90","04 94 69 37 86","Avenue Dréo83170 BRIGNOLESFrance","Ecole : Rue Barbaroux"
"ECOLE ET COLLEGE PRIVES SAINT-GEORGES","secretariat@ecsg41.fr","Not found","02 54 97 17 92","Not found","23 avenue de Souesmes41300 SALBRISFrance","Not found"
"ECOLE PRIVEE SAINT-FRANÇOIS","ecole.saintfrancois@laposte.net","Not found","04 77 33 62 63","Not found","7 rue Seguin42100 ST ETIENNEFrance","Not found"
"ECOLE PRIVEE SAINT-HILAIRE","e.st-hilaire-niort@ac-poitiers.fr","ecole-st-hilaire@wanadoo.fr","05 49 24 45 28","Not found","19 rue du Petit Banc - BP 1979001 NIORTFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","04 73 63 33 27","Not found","10 rue Jeanne d'Arc63200 ST BONNET PRES RIOMFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","jeannedarc.chatel@free.fr","Not found","04 73 86 04 09","Not found","Rue Jean Groslier63140 CHATELGUYONFrance","Not found"
"ECOLE PRIVEE JEANNE D'ARC","ogec.jeanned'arc38@wanadoo.fr","Not found","04 76 37 04 20","Not found","Rue du Bourg-Neuf38480 LE PONT DE BEAUVOISINFrance","Not found"
"ECOLE PRIVEE  LA PRESENTATION DE MARIE","ec-thupr@inforoutes-ardeche.fr","Not found","04 75 36 44 89","Not found","Rue Haute07330 THUEYTSFrance","Not found"
"ECOLE PRIVEE","directionecolechateauneuf@wanadoo.fr","Not found","04 66 47 91 83","Not found","Le Village48170 CHATEAUNEUF DE RANDONFrance","Not found"
"ECOLE PRIVEE SAINTE-ANNE","ecole.anne@wanadoo.fr","Not found","02 51 54 27 82","Not found","1 rue Georges Thébault85220 APREMONTFrance","Not found"
"ECOLE PRIVEE SAINT-CHARLES","ecolepriveestflorentlevieil49@wanadoo.fr","ec.stflorent.stcharles@ec49.org","02 41 72 51 19","Not found","13 avenue de l'Europe49410 ST FLORENT LE VIEILFrance","Not found"
"ECOLE PRIVEE","ecole.saintmartin@wanadoo.fr","Not found","03 81 35 30 59","Not found","24 rue de l'Eglise25350 MANDEUREFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","Not found","Not found","05 61 81 60 06","Not found","44 rue d'Alger31290 VILLEFRANCHE DE LAURAGAISFrance","Not found"
"ECOLE PRIVEE SAINT-EXUPERY","ecolepriveesaintexupery@gmail.fr","Not found","04 78 44 48 92","Not found","Saint-Symphorien-sur-CoiseLe bourg69590 POMEYSFrance","Not found"
"INSTITUTION DE LA PROVIDENCE","ce.0671608j@ac-strasbourg.fr","Not found","03 88 32 44 56","03 88 69 54 61","3 rue du Sanglier67000 STRASBOURGFrance","Annexe : Providence Vendenheim"
"INSTITUTION SAINTE-CLOTILDE","info@clotilde.org","Not found","03 88 45 57 20","Not found","19 rue de Verdun67083 STRASBOURG CEDEXFrance","Not found"
"SAINT-LOUIS DE GONZAGUE  ECOLE, COLLEGE ET LYCEE PRIVES","franklin@franklinparis.com","Not found","01 44 30 45 50","01 45 03 35 58 (primaire)","12 rue Benjamin Franklin75116 PARISFrance","Primaire : 15 rue Louis David"
"ECOLE PRIVEE SAINTE-HENRIETTE","stehenriette.oignies@wanadoo.fr","Not found","03 21 37 27 15","Not found","9 rue Ernest Roland62590 OIGNIESFrance","Not found"
"ECOLE PRIMAIRE PRIVEE NOTRE-DAME","endvdirection@cegetel.net","Not found","04 66 88 33 98","Not found","Le Château30600 VAUVERTFrance","Not found"
"ECOLE PRIVEE SAINTE-JEANNE D'ARC","jeannedarc.lallaing@wanadoo.fr","Not found","03 27 91 70 01","Not found","5 rue Pasteur59167 LALLAINGFrance","Not found"
"ECOLE ET COLLEGE PRIVES  NOTRE-DAME DU BON ACCUEIL","Not found","ndba84@wanadoo.fr","04 90 62 31 18","Not found","22 rue du Commandant Pellegrin84170 MONTEUXFrance","Not found"
"ECOLE ET COLLEGE PRIVES  SAINTE-THERESE","ecol-st-ma@wanadoo.fr","col-st-ma@wanadoo.fr","01 43 76 61 53","Not found","110 avenue du Général de Gaulle94700 MAISONS ALFORTFrance","Not found"
"ECOLE ET COLLEGE PRIVES  MAITRISE DE LA CATHEDRALE","maitrisededijon@groupe-sb.org","Not found","03 80 41 28 01","Not found","7 rue du Pommard21000 DIJONFrance","Not found"
"ECOLE PRIVEE SAINT EDOUARD-SAINT BERNARD","Not found","Not found","03 20 77 28 41","Not found","24 bis rue Denis Papin59280 ARMENTIERESFrance","Not found"
"ECOLE PRIVEE SAINTE-THERESE","Not found","Not found","02 31 62 24 80","Not found","10 rue du Héron14100 LISIEUXFrance","Not found"
"ECOLE PRIVEE SAINT-JOSEPH","raucoules.st.joseph@wanadoo.fr","ec.priv.rau@ec43.org","04 71 65 62 17","Not found","Le Bourg43290 RAUCOULESFrance","Not found"
"ECOLE PRIVEE SAINTE-BLANDINE","troisclasses@yahoo.fr","Not found","04 74 70 10 83","Not found","Le Bourg69770 LONGESSAIGNEFrance","Not found"
"ECOLE PRIVEE LAURENT MICHARD","contact@ecolelaurentmichard.com","Not found","04 77 94 00 38","Not found","Le Bourg42330 AVEIZIEUXFrance","Not found"
"ECOLE PRIVEE LA PROVIDENCE","eco22.la-pro.moncontour@eco.ecbretagne.org","Not found","02 96 73 41 79","Not found","4 rue de la Poterie22510 MONCONTOUR DE BRETAGNEFrance","Not found"
"ECOLE PRIVEE JEAN LEUDUGER","eco22.jleuduger.plerin@ecbretagne.org","eco22.jleuduger.plerin@eco.ecbretagne.org","02 96 73 01 68","Not found","22 rue de l'Eglise22190 ST LAURENT DE LA MERFrance","Not found"
"CENTRE SAINT-VAAST - SAINT-DOMINIQUE","stvaast@wanadoo.fr","ecole.stvaast-stdo","03 21 64 79 80","03 21 64 79 70","Ecole et collège :141 rue Paul Doumer - BP 4762401 BETHUNE CEDEXFrance","Lycée : 92 rue de l'Université"
"ENSEMBLE SCOLAIRE PRIVE  NOTRE- DAME - SAINT-SIGISBERT  MATERNELLE ET PRIMAIRE","ecole@ndsigis.edu","a.raveneau@ndsigis.edu","03 83 17 33 80","Not found","6 rue de la Ravinelle54000 NANCYFrance","Not found"
"ECOLE PRIVEE   NOTRE-DAME DU VERGER","ecole.nd.verger@wanadoo.fr","Not found","02 99 89 69 38","Not found","2 rue Cocar35260 CANCALEFrance","Not found"
"INSTITUT FRANCO-HEBRAIQUE LA SOURCE","Not found","Not found","04 91 75 20 98","Not found","104 boulevard Paul Claudel13009 MARSEILLEFrance","Not found"
"ECOLE PRIVEE NOTRE-DAME","Not found","Not found","03 33 65 08 25","Not found","Primaire : 3 rue de la République61100 FLERSFrance","Maternelle : 30 rue du Champ de Foire"
"ECOLE PRIVEE SAINTE-OPPORTUNE","ec.st-pere-en-retz.ste-opportune@ec44.scolanet.org","Not found","02 40 21 80 52","Not found","6 rue de Paimboeuf44320 ST PERE EN RETZFrance","Not found"
"ECOLE PRIVEE SAINT-YVES","ec.vay.st-yves@ec44.fr","vayecole@free.fr","02 40 79 57 80","Not found","9 route de Plessé44170 VAYFrance","Not found"
"ECOLE PRIVEE SAINTE-BERNADETTE","ec.st-michel-chef-chef.ste-bernadette@ec44.scolanet.org","ecolebernadette@free.fr","02 40 27 81 31","Not found","10 rue des Ecoles44730 ST MICHEL CHEF CHEFFrance","Not found"
"ECOLE PRIVEE SAINT-MICHEL","ec.remaudiere.st-michel@ec44.scolanet.org","ecole.remaudiere@orange.fr","02 40 33 73 47","Not found","33 rue Anne de Bretagne44430 LA REMAUDIEREFrance","Not found"
"ECOLE PRIVEE DE LA VALLEE","ecole.lavallee@donbosco.fr","Not found","02 43 30 47 48","Not found","387 rue des Vallées53102 MAYENNE CEDEXFrance","Not found"
"COLLEGE ARMENIEN SAMUEL MOORAT","Not found","Not found","01 45 34 68 28","Not found","26 rue Troyon92310 SEVRESFrance","Not found"
"EXTERNAT NOTRE-DAME  ECOLE, COLLEGE ET LYCEE PRIVES","lycee.Externat-Notre-Dame@ac-grenoble.fr","college.Externat-Notre-Dame@ac-grenoble.fr","04 76 86 68 10","Not found","43 avenue Marcelin Berthelot38100 GRENOBLEFrance","Not found"
